0,1735654400399268000,45494750,0,1132292,429941541,3720234875,4236389625,18992122,0.001,3504,52.936005
1,1735654404764128000,46235791,0,1066042,428402709,3743842875,4256711708,18992122,0.001,3504,53.02481
2,1735654409124135000,46450500,0,1138417,440325708,3731546666,4255643000,18992122,0.001,3504,53.291214
3,1735654413506988000,45090417,0,1018583,432819167,3750906667,4270016666,18992122,0.001,3504,53.46881
4,1735654417903583000,46466250,0,1074542,430221542,3756505458,4272108417,18992122,0.001,3504,53.735214
5,1735654422261523000,45177208,0,1019084,423349834,3757411292,4264722833,18992122,0.001,3504,53.91281
6,1735654426561065000,45808834,0,1042083,423418541,3694314750,4200934708,18992122,0.001,3504,54.001602
7,1735654430949912000,47114584,0,1078667,437125541,3767719125,4290198541,18992122,0.001,3504,54.35681
8,1735654435290413000,45088375,0,1027334,425565042,3729766500,4237382000,18992122,0.001,3504,54.445602
9,1735654439683282000,46434459,0,1102208,446964500,3756587208,4288224000,18992122,0.001,3504,54.712006
10,1735654444054196000,45623333,0,1154625,434149417,3760607375,4278711916,18992122,0.001,3504,54.623215
