0,1735796678932986000,1167,2133958,125,8709,1756862709,1859048458,3255,100000,3504,59.86241
1,1735796680929507000,1125,2063250,167,6584,1781238042,1881283500,3255,100000,3504,59.773605
2,1735796682806246000,500,2383041,708,8167,1671675709,1771270333,3255,100000,3504,60.128815
3,1735796684633714000,833,2376666,208,6958,1620746958,1723911459,3255,100000,3504,59.86241
4,1735796686445540000,1000,2057875,166,6083,1612160958,1712486375,3255,100000,3504,59.773605
5,1735796688357941000,1208,2656250,166,6625,1711463500,1811567417,3255,100000,3504,59.951202
6,1735796690156216000,1083,2106792,125,7041,1593348875,1695457208,3255,100000,3504,59.773605
7,1735796691934037000,833,2121958,42,6416,1573664084,1674834333,3255,100000,3504,59.86241
8,1735796693687012000,834,2045500,167,7083,1554829292,1656911209,3255,100000,3504,59.86241
9,1735796695655006000,917,2126250,166,7166,1675365833,1781494334,3255,100000,3504,59.86241
10,1735796697515063000,24208,2078750,292,7084,1661589875,1763023667,3255,100000,3504,60.04001
