0,1735794239425433000,885542,0,15083,0,1372591708,1374943667,105,1,3504,61.81601
1,1735794240897762000,462541,0,31667,0,1276952458,1278908333,105,1,3504,61.727203
2,1735794242252324000,464792,0,16792,0,1248618708,1250536500,105,1,3504,61.727203
3,1735794243642904000,1187458,0,25625,0,1261852500,1265474833,105,1,3504,61.81601
4,1735794245018156000,474084,0,13167,0,1230799958,1232752458,105,1,3504,61.638412
5,1735794246371700000,514834,0,85000,0,1243394500,1245574500,105,1,3504,61.9048
6,1735794247706278000,466208,0,13125,0,1238658292,1240969709,105,1,3504,61.727203
7,1735794249047771000,534917,0,10416,0,1240384958,1242422709,105,1,3504,61.727203
8,1735794250411459000,462542,0,21875,0,1260638917,1262581958,105,1,3504,61.727203
9,1735794251771161000,457417,0,10542,0,1252557666,1254605417,105,1,3504,61.81601
10,1735794253126495000,475959,0,10750,0,1253133209,1255088625,105,1,3504,61.993607
