0,1734679965637342000,46637792,0,1063875,248511500,62097459,399830333,65754,0.00001,3504,48.40721
1,1734679966136352000,47202458,0,1344792,248391209,62490417,400952834,65754,0.00001,3504,48.496002
2,1734679966659255000,49734792,0,4366166,249254792,63025167,414224875,65754,0.00001,3504,48.40721
3,1734679967166499000,46548125,0,4770542,257273292,63445333,413817042,65754,0.00001,3504,48.40721
4,1734679967728788000,50317834,0,4570209,253636792,63274250,413948917,65754,0.00001,3504,48.58481
5,1734679968220188000,47583958,0,1079792,251342500,62495375,402347875,65754,0.00001,3504,48.40721
6,1734679968750481000,46636542,0,4259292,249240084,62613333,404060167,65754,0.00001,3504,48.496002
7,1734679969251097000,49809375,0,4588292,249305708,62269541,407774875,65754,0.00001,3504,48.496002
8,1734679969759366000,46847416,0,1085000,253370625,62802000,406018541,65754,0.00001,3504,48.496002
9,1734679970263015000,47828083,0,4487583,251834000,63127542,408784834,65754,0.00001,3504,48.496002
10,1734679970761784000,47364000,0,4669666,250187875,62749875,405795667,65754,0.00001,3504,48.673615
