0,1735794789384700000,268292,0,5500,1562709,172931959,175587083,29,1,3504,61.37201
1,1735794789661082000,221583,0,5000,1541375,175217541,177706750,29,1,3504,61.37201
2,1735794789940203000,231250,0,5709,1772667,178718875,181501958,29,1,3504,61.283203
3,1735794790220502000,232542,0,9875,2193458,175990250,179245708,29,1,3504,61.194412
4,1735794790514341000,232542,0,5834,1619834,175564167,178188459,29,1,3504,61.105606
5,1735794790836528000,235166,0,5416,1649292,180567500,183535917,29,1,3504,61.37201
6,1735794791114102000,242417,0,8333,1568292,177214416,179760333,29,1,3504,61.4608
7,1735794791402928000,232000,0,23750,1542041,178410583,180955792,29,1,3504,61.283203
8,1735794791680306000,228666,0,5167,1555666,175360250,177865333,29,1,3504,61.105606
9,1735794792011058000,231708,0,7500,1502917,217720791,220183708,29,1,3504,61.4608
10,1735794792313913000,234334,0,10125,2019375,180826333,184077209,29,1,3504,61.194412
