0,1734657523160608000,232792,0,5583,658083,350049250,351675458,8423718,1,3504,53.557602
1,1734657523566846000,242667,0,5333,642875,326077458,327710000,8423718,1,3504,53.735214
2,1734657523976456000,232417,0,12375,658583,325404583,327040208,8423718,1,3504,53.557602
3,1734657524383501000,232583,0,5792,650375,320838875,322463000,8423718,1,3504,53.646408
4,1734657524787350000,229416,0,8208,621958,324637167,326189250,8423718,1,3504,53.824005
5,1734657525207012000,237833,0,9833,641625,340305333,341925042,8423718,1,3504,53.646408
6,1734657525607677000,230792,0,13292,619458,317932333,319551208,8423718,1,3504,53.557602
7,1734657526030177000,240250,0,5916,656792,319328625,320929167,8423718,1,3504,53.646408
8,1734657526464784000,236833,0,5291,634917,320847458,322452583,8423718,1,3504,53.557602
9,1734657526866148000,234625,0,8875,627625,318518000,320097334,8423718,1,3504,53.557602
10,1734657527285588000,240208,0,4958,627083,331835250,333437334,8423718,1,3504,53.557602
