1,1734613300875772000,1578167,0,73250,0,1020982083,1026213917,97,0.1,3504,34.021606
2,1734613300946152000,1526958,0,75166,0,1042793500,1048014000,97,0.1,3504,33.9328
3,1734613300955997000,1578917,0,35041,0,1053819834,1057791125,97,0.1,3504,33.9328
5,1734613300956811000,1526125,0,80042,0,1054851208,1060072583,97,0.1,3504,33.9328
0,1734613300962565000,1575375,0,73500,0,1056356916,1061583833,97,0.1,3504,33.9328
8,1734613302005677000,2091333,0,121541,0,1041581750,1046773917,97,0.1,3504,34.110413
7,1734613302188431000,1430125,0,41084,0,1030376417,1033022125,97,0.1,3504,34.021606
6,1734613302194176000,1323458,0,106958,0,1034709500,1037596833,97,0.1,3504,34.021606
4,1734613302204277000,1374708,0,26250,0,1058535208,1061304208,97,0.1,3504,34.021606
9,1734613302212769000,1396750,0,33750,0,1059700000,1062294708,97,0.1,3504,33.9328
10,1734613303092859000,1394875,0,41666,0,1005687708,1008830125,97,0.1,3504,33.9328
