0,1734627571598731000,1698916,0,124583,5065375,18751416,28674000,31,0.03333333333333333,3504,39.083206
1,1734627571603257000,1762209,0,166834,5015125,18652500,29274625,31,0.03333333333333333,3504,39.172012
2,1734627571610331000,1760416,0,69708,5090750,18528709,29131958,31,0.03333333333333333,3504,38.9944
8,1734627571614746000,1761833,0,165416,5102458,18563250,29221958,31,0.03333333333333333,3504,39.083206
5,1734627571615152000,1708292,0,44084,5078875,18382958,28256250,31,0.03333333333333333,3504,39.083206
9,1734627571891477000,3134458,0,57875,8463208,25565625,40269625,31,0.03333333333333333,3504,39.083206
6,1734627571913252000,2712292,0,46000,6807250,23754459,34618291,31,0.03333333333333333,3504,38.90561
7,1734627571923789000,2597250,0,75417,6700167,23227333,34116875,31,0.03333333333333333,3504,39.172012
10,1734627571927441000,2519875,0,43292,6663750,23080417,34021500,31,0.03333333333333333,3504,38.9944
4,1734627571929959000,2708125,0,52208,7377625,24046375,36454750,31,0.03333333333333333,3504,39.083206
3,1734627572043492000,3450542,0,74333,319292625,31537916,358992333,31,0.03333333333333333,3504,39.083206
