0,1735797107666371000,249250,0,5167,0,319968750,321024833,15359,1,3504,61.37201
1,1735797108165556000,236666,0,6875,0,366265750,367266834,15359,1,3504,61.37201
2,1735797108587131000,232833,0,8125,0,320362458,321354416,15359,1,3504,61.283203
3,1735797109001394000,236000,0,9292,0,317866625,318884292,15359,1,3504,61.194412
4,1735797109418171000,237750,0,8875,0,320965625,321962500,15359,1,3504,61.105606
5,1735797109876259000,226416,0,5042,0,316496750,317457792,15359,1,3504,61.283203
6,1735797110288621000,237042,0,12209,0,315117916,316111917,15359,1,3504,61.37201
7,1735797110701315000,282709,0,5459,0,316289417,317326500,15359,1,3504,61.194412
8,1735797111117240000,223334,0,5292,0,318130250,319087000,15359,1,3504,61.194412
9,1735797111535846000,232375,0,7125,0,320299667,321256667,15359,1,3504,61.016815
10,1735797111951161000,235416,0,10375,0,319008125,319997167,15359,1,3504,61.194412
